"Date","Daily.Max.8.hour.Ozone.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","year","month","day"
2018-11-17,0.038,"ppm",35,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,17
2018-11-18,0.038,"ppm",35,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,18
2018-11-19,0.04,"ppm",37,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,19
2018-11-20,0.036,"ppm",33,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,20
2018-11-21,0.037,"ppm",34,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,21
2018-11-22,0.034,"ppm",31,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,22
2018-11-23,0.028,"ppm",26,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,23
2018-11-24,0.025,"ppm",23,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,24
2018-11-25,0.017,"ppm",16,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,25
2018-11-26,0.02,"ppm",19,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,26
2018-11-27,0.028,"ppm",26,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,27
2018-11-28,0.03,"ppm",28,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,28
2018-11-29,0.035,"ppm",32,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,29
2018-11-30,0.027,"ppm",25,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,11,30
2018-12-01,0.02,"ppm",19,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,1
2018-12-02,0.022,"ppm",20,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,2
2018-12-03,0.038,"ppm",35,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,3
2018-12-04,0.021,"ppm",19,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,4
2018-12-05,0.027,"ppm",25,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,5
2018-12-06,0.03,"ppm",28,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,6
2018-12-07,0.025,"ppm",23,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,7
2018-12-08,0.03,"ppm",28,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,8
2018-12-09,0.038,"ppm",35,"Taylorsville Liledoun","Alexander",35.9138,-81.191,2018,12,9
2018-01-03,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,1,3
2018-01-05,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,1,5
2018-01-06,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,1,6
2018-01-07,0.033,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,1,7
2018-01-08,0.031,"ppm",29,"Linville Falls","Avery",35.972347,-81.933072,2018,1,8
2018-01-09,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,1,9
2018-01-10,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,1,10
2018-01-11,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,1,11
2018-01-12,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,1,12
2018-01-13,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,1,13
2018-01-14,0.037,"ppm",34,"Linville Falls","Avery",35.972347,-81.933072,2018,1,14
2018-01-15,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,1,15
2018-01-16,0.036,"ppm",33,"Linville Falls","Avery",35.972347,-81.933072,2018,1,16
2018-01-17,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,1,17
2018-01-18,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,1,18
2018-01-19,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,1,19
2018-01-20,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,1,20
2018-01-21,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,1,21
2018-01-22,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,1,22
2018-01-23,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,1,23
2018-01-24,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,1,24
2018-01-25,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,1,25
2018-01-26,0.043,"ppm",40,"Linville Falls","Avery",35.972347,-81.933072,2018,1,26
2018-01-27,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,1,27
2018-01-28,0.033,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,1,28
2018-01-29,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,1,29
2018-01-30,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,1,30
2018-01-31,0.037,"ppm",34,"Linville Falls","Avery",35.972347,-81.933072,2018,1,31
2018-02-12,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,2,12
2018-02-13,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,2,13
2018-02-14,0.027,"ppm",25,"Linville Falls","Avery",35.972347,-81.933072,2018,2,14
2018-02-15,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,2,15
2018-02-16,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,2,16
2018-02-17,0.036,"ppm",33,"Linville Falls","Avery",35.972347,-81.933072,2018,2,17
2018-02-18,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,2,18
2018-02-19,0.032,"ppm",30,"Linville Falls","Avery",35.972347,-81.933072,2018,2,19
2018-02-20,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,2,20
2018-02-21,0.026,"ppm",24,"Linville Falls","Avery",35.972347,-81.933072,2018,2,21
2018-02-22,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,2,22
2018-02-23,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,2,23
2018-02-24,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,2,24
2018-02-25,0.037,"ppm",34,"Linville Falls","Avery",35.972347,-81.933072,2018,2,25
2018-02-26,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,2,26
2018-02-27,0.048,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,2,27
2018-02-28,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,2,28
2018-03-01,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,3,1
2018-03-02,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,3,2
2018-03-04,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,3,4
2018-03-05,0.048,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,3,5
2018-03-06,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,3,6
2018-03-07,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,3,7
2018-03-08,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,3,8
2018-03-09,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,3,9
2018-03-10,0.051,"ppm",47,"Linville Falls","Avery",35.972347,-81.933072,2018,3,10
2018-03-11,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,3,11
2018-03-12,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,3,12
2018-03-13,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,3,13
2018-03-14,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,3,14
2018-03-15,0.061,"ppm",71,"Linville Falls","Avery",35.972347,-81.933072,2018,3,15
2018-03-16,0.058,"ppm",61,"Linville Falls","Avery",35.972347,-81.933072,2018,3,16
2018-03-17,0.054,"ppm",50,"Linville Falls","Avery",35.972347,-81.933072,2018,3,17
2018-03-18,0.047,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,3,18
2018-03-19,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,3,19
2018-03-20,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,3,20
2018-03-21,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,3,21
2018-03-22,0.05,"ppm",46,"Linville Falls","Avery",35.972347,-81.933072,2018,3,22
2018-03-23,0.053,"ppm",49,"Linville Falls","Avery",35.972347,-81.933072,2018,3,23
2018-03-24,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,3,24
2018-03-25,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,3,25
2018-03-26,0.05,"ppm",46,"Linville Falls","Avery",35.972347,-81.933072,2018,3,26
2018-03-27,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,3,27
2018-03-28,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,3,28
2018-03-29,0.053,"ppm",49,"Linville Falls","Avery",35.972347,-81.933072,2018,3,29
2018-03-30,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,3,30
2018-03-31,0.052,"ppm",48,"Linville Falls","Avery",35.972347,-81.933072,2018,3,31
2018-04-01,0.05,"ppm",46,"Linville Falls","Avery",35.972347,-81.933072,2018,4,1
2018-04-02,0.052,"ppm",48,"Linville Falls","Avery",35.972347,-81.933072,2018,4,2
2018-04-03,0.051,"ppm",47,"Linville Falls","Avery",35.972347,-81.933072,2018,4,3
2018-04-04,0.047,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,4,4
2018-04-05,0.052,"ppm",48,"Linville Falls","Avery",35.972347,-81.933072,2018,4,5
2018-04-06,0.056,"ppm",54,"Linville Falls","Avery",35.972347,-81.933072,2018,4,6
2018-04-07,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,4,7
2018-04-08,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,4,8
2018-04-09,0.037,"ppm",34,"Linville Falls","Avery",35.972347,-81.933072,2018,4,9
2018-04-10,0.048,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,4,10
2018-04-11,0.048,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,4,11
2018-04-12,0.059,"ppm",64,"Linville Falls","Avery",35.972347,-81.933072,2018,4,12
2018-04-13,0.065,"ppm",84,"Linville Falls","Avery",35.972347,-81.933072,2018,4,13
2018-04-14,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,4,14
2018-04-15,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,4,15
2018-04-16,0.043,"ppm",40,"Linville Falls","Avery",35.972347,-81.933072,2018,4,16
2018-04-17,0.059,"ppm",64,"Linville Falls","Avery",35.972347,-81.933072,2018,4,17
2018-04-18,0.063,"ppm",77,"Linville Falls","Avery",35.972347,-81.933072,2018,4,18
2018-04-19,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,4,19
2018-04-20,0.058,"ppm",61,"Linville Falls","Avery",35.972347,-81.933072,2018,4,20
2018-04-21,0.062,"ppm",74,"Linville Falls","Avery",35.972347,-81.933072,2018,4,21
2018-04-22,0.053,"ppm",49,"Linville Falls","Avery",35.972347,-81.933072,2018,4,22
2018-04-23,0.052,"ppm",48,"Linville Falls","Avery",35.972347,-81.933072,2018,4,23
2018-04-24,0.043,"ppm",40,"Linville Falls","Avery",35.972347,-81.933072,2018,4,24
2018-04-25,0.043,"ppm",40,"Linville Falls","Avery",35.972347,-81.933072,2018,4,25
2018-04-26,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,4,26
2018-04-27,0.052,"ppm",48,"Linville Falls","Avery",35.972347,-81.933072,2018,4,27
2018-04-28,0.06,"ppm",67,"Linville Falls","Avery",35.972347,-81.933072,2018,4,28
2018-04-29,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,4,29
2018-04-30,0.056,"ppm",54,"Linville Falls","Avery",35.972347,-81.933072,2018,4,30
2018-05-01,0.064,"ppm",80,"Linville Falls","Avery",35.972347,-81.933072,2018,5,1
2018-05-02,0.066,"ppm",87,"Linville Falls","Avery",35.972347,-81.933072,2018,5,2
2018-05-03,0.065,"ppm",84,"Linville Falls","Avery",35.972347,-81.933072,2018,5,3
2018-05-04,0.053,"ppm",49,"Linville Falls","Avery",35.972347,-81.933072,2018,5,4
2018-05-05,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,5,5
2018-05-06,0.051,"ppm",47,"Linville Falls","Avery",35.972347,-81.933072,2018,5,6
2018-05-07,0.056,"ppm",54,"Linville Falls","Avery",35.972347,-81.933072,2018,5,7
2018-05-08,0.055,"ppm",51,"Linville Falls","Avery",35.972347,-81.933072,2018,5,8
2018-05-09,0.06,"ppm",67,"Linville Falls","Avery",35.972347,-81.933072,2018,5,9
2018-05-10,0.058,"ppm",61,"Linville Falls","Avery",35.972347,-81.933072,2018,5,10
2018-05-11,0.064,"ppm",80,"Linville Falls","Avery",35.972347,-81.933072,2018,5,11
2018-05-12,0.059,"ppm",64,"Linville Falls","Avery",35.972347,-81.933072,2018,5,12
2018-05-13,0.057,"ppm",58,"Linville Falls","Avery",35.972347,-81.933072,2018,5,13
2018-05-14,0.054,"ppm",50,"Linville Falls","Avery",35.972347,-81.933072,2018,5,14
2018-05-15,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,5,15
2018-05-16,0.028,"ppm",26,"Linville Falls","Avery",35.972347,-81.933072,2018,5,16
2018-05-17,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,5,17
2018-05-18,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,5,18
2018-05-19,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,5,19
2018-05-20,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,5,20
2018-05-21,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,5,21
2018-05-22,0.032,"ppm",30,"Linville Falls","Avery",35.972347,-81.933072,2018,5,22
2018-05-23,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,5,23
2018-05-24,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,5,24
2018-05-25,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,5,25
2018-05-26,0.025,"ppm",23,"Linville Falls","Avery",35.972347,-81.933072,2018,5,26
2018-05-27,0.033,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,5,27
2018-05-28,0.024,"ppm",22,"Linville Falls","Avery",35.972347,-81.933072,2018,5,28
2018-05-29,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,5,29
2018-05-30,0.032,"ppm",30,"Linville Falls","Avery",35.972347,-81.933072,2018,5,30
2018-05-31,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,5,31
2018-06-01,0.048,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,6,1
2018-06-02,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,6,2
2018-06-03,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,6,3
2018-06-04,0.056,"ppm",54,"Linville Falls","Avery",35.972347,-81.933072,2018,6,4
2018-06-05,0.055,"ppm",51,"Linville Falls","Avery",35.972347,-81.933072,2018,6,5
2018-06-06,0.061,"ppm",71,"Linville Falls","Avery",35.972347,-81.933072,2018,6,6
2018-06-07,0.048,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,6,7
2018-06-08,0.051,"ppm",47,"Linville Falls","Avery",35.972347,-81.933072,2018,6,8
2018-06-09,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,6,9
2018-06-10,0.052,"ppm",48,"Linville Falls","Avery",35.972347,-81.933072,2018,6,10
2018-06-11,0.043,"ppm",40,"Linville Falls","Avery",35.972347,-81.933072,2018,6,11
2018-06-12,0.032,"ppm",30,"Linville Falls","Avery",35.972347,-81.933072,2018,6,12
2018-06-13,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,6,13
2018-06-14,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,6,14
2018-06-15,0.047,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,6,15
2018-06-16,0.056,"ppm",54,"Linville Falls","Avery",35.972347,-81.933072,2018,6,16
2018-06-17,0.037,"ppm",34,"Linville Falls","Avery",35.972347,-81.933072,2018,6,17
2018-06-18,0.036,"ppm",33,"Linville Falls","Avery",35.972347,-81.933072,2018,6,18
2018-06-19,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,6,19
2018-06-20,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,6,20
2018-06-21,0.022,"ppm",20,"Linville Falls","Avery",35.972347,-81.933072,2018,6,21
2018-06-22,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,6,22
2018-06-23,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,6,23
2018-06-24,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,6,24
2018-06-25,0.024,"ppm",22,"Linville Falls","Avery",35.972347,-81.933072,2018,6,25
2018-06-26,0.027,"ppm",25,"Linville Falls","Avery",35.972347,-81.933072,2018,6,26
2018-06-27,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,6,27
2018-06-28,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,6,28
2018-06-29,0.043,"ppm",40,"Linville Falls","Avery",35.972347,-81.933072,2018,6,29
2018-06-30,0.05,"ppm",46,"Linville Falls","Avery",35.972347,-81.933072,2018,6,30
2018-07-01,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,7,1
2018-07-02,0.025,"ppm",23,"Linville Falls","Avery",35.972347,-81.933072,2018,7,2
2018-07-03,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,7,3
2018-07-04,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,7,4
2018-07-05,0.028,"ppm",26,"Linville Falls","Avery",35.972347,-81.933072,2018,7,5
2018-07-06,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,7,6
2018-07-07,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,7,7
2018-07-08,0.036,"ppm",33,"Linville Falls","Avery",35.972347,-81.933072,2018,7,8
2018-07-09,0.046,"ppm",43,"Linville Falls","Avery",35.972347,-81.933072,2018,7,9
2018-07-10,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,7,10
2018-07-11,0.045,"ppm",42,"Linville Falls","Avery",35.972347,-81.933072,2018,7,11
2018-07-12,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,7,12
2018-07-13,0.05,"ppm",46,"Linville Falls","Avery",35.972347,-81.933072,2018,7,13
2018-07-14,0.048,"ppm",44,"Linville Falls","Avery",35.972347,-81.933072,2018,7,14
2018-07-15,0.031,"ppm",29,"Linville Falls","Avery",35.972347,-81.933072,2018,7,15
2018-07-16,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,7,16
2018-07-17,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,7,17
2018-07-18,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,7,18
2018-07-19,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,7,19
2018-07-20,0.049,"ppm",45,"Linville Falls","Avery",35.972347,-81.933072,2018,7,20
2018-07-21,0.044,"ppm",41,"Linville Falls","Avery",35.972347,-81.933072,2018,7,21
2018-07-22,0.033,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,7,22
2018-07-23,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,7,23
2018-07-24,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,7,24
2018-07-25,0.026,"ppm",24,"Linville Falls","Avery",35.972347,-81.933072,2018,7,25
2018-07-26,0.031,"ppm",29,"Linville Falls","Avery",35.972347,-81.933072,2018,7,26
2018-07-27,0.043,"ppm",40,"Linville Falls","Avery",35.972347,-81.933072,2018,7,27
2018-07-28,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,7,28
2018-07-29,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,7,29
2018-07-30,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,7,30
2018-07-31,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,7,31
2018-08-01,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,8,1
2018-08-02,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,8,2
2018-08-03,0.022,"ppm",20,"Linville Falls","Avery",35.972347,-81.933072,2018,8,3
2018-08-04,0.025,"ppm",23,"Linville Falls","Avery",35.972347,-81.933072,2018,8,4
2018-08-05,0.024,"ppm",22,"Linville Falls","Avery",35.972347,-81.933072,2018,8,5
2018-08-06,0.027,"ppm",25,"Linville Falls","Avery",35.972347,-81.933072,2018,8,6
2018-08-07,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,8,7
2018-08-08,0.027,"ppm",25,"Linville Falls","Avery",35.972347,-81.933072,2018,8,8
2018-08-09,0.04,"ppm",37,"Linville Falls","Avery",35.972347,-81.933072,2018,8,9
2018-08-10,0.038,"ppm",35,"Linville Falls","Avery",35.972347,-81.933072,2018,8,10
2018-08-11,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,8,11
2018-08-12,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,8,12
2018-08-13,0.036,"ppm",33,"Linville Falls","Avery",35.972347,-81.933072,2018,8,13
2018-08-14,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,8,14
2018-08-15,0.042,"ppm",39,"Linville Falls","Avery",35.972347,-81.933072,2018,8,15
2018-08-16,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,8,16
2018-08-17,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,8,17
2018-08-18,0.028,"ppm",26,"Linville Falls","Avery",35.972347,-81.933072,2018,8,18
2018-08-19,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,8,19
2018-08-20,0.032,"ppm",30,"Linville Falls","Avery",35.972347,-81.933072,2018,8,20
2018-08-21,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,8,21
2018-08-22,0.031,"ppm",29,"Linville Falls","Avery",35.972347,-81.933072,2018,8,22
2018-08-23,0.037,"ppm",34,"Linville Falls","Avery",35.972347,-81.933072,2018,8,23
2018-08-24,0.036,"ppm",33,"Linville Falls","Avery",35.972347,-81.933072,2018,8,24
2018-08-25,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,8,25
2018-08-26,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,8,26
2018-08-27,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,8,27
2018-08-28,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,8,28
2018-08-29,0.033,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,8,29
2018-08-30,0.027,"ppm",25,"Linville Falls","Avery",35.972347,-81.933072,2018,8,30
2018-08-31,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,8,31
2018-09-01,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,9,1
2018-09-02,0.026,"ppm",24,"Linville Falls","Avery",35.972347,-81.933072,2018,9,2
2018-09-03,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,9,3
2018-09-04,0.035,"ppm",32,"Linville Falls","Avery",35.972347,-81.933072,2018,9,4
2018-09-05,0.039,"ppm",36,"Linville Falls","Avery",35.972347,-81.933072,2018,9,5
2018-09-06,0.034,"ppm",31,"Linville Falls","Avery",35.972347,-81.933072,2018,9,6
2018-09-07,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,9,7
2018-09-08,0.041,"ppm",38,"Linville Falls","Avery",35.972347,-81.933072,2018,9,8
2018-09-09,0.029,"ppm",27,"Linville Falls","Avery",35.972347,-81.933072,2018,9,9
2018-09-10,0.028,"ppm",26,"Linville Falls","Avery",35.972347,-81.933072,2018,9,10
2018-09-11,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,9,11
2018-09-12,0.03,"ppm",28,"Linville Falls","Avery",35.972347,-81.933072,2018,9,12
2018-09-13,0.022,"ppm",20,"Linville Falls","Avery",35.972347,-81.933072,2018,9,13
2018-09-14,0.02,"ppm",19,"Linville Falls","Avery",35.972347,-81.933072,2018,9,14
2018-09-15,0.021,"ppm",19,"Linville Falls","Avery",35.972347,-81.933072,2018,9,15
